Area,Network,School ID,School,Total,Year
2,,610191,Stone,596,2008
2,,610196,Swift,659,2008
2,,610205,Trumbull,469,2008
2,,610220,Waters,414,2008
3,,610156,"Armstrong, L.",137,2008
3,,609830,Brunson,752,2008
3,,609818,Burbank,"1,352",2008
3,,609795,"Clark, G. R.",364,2008
3,,610367,DePriest,750,2008
3,,609904,Ellington,525,2008
3,,609906,Emmet,544,2008
3,,609975,Hay ,735,2008
3,,610000,Howe,595,2008
3,,610020,Key,450,2008
3,,610305,Leland,227,2008
3,,610036,Lewis,919,2008
3,,610041,"Locke, J","1,285",2008
3,,610043,Lovett,566,2008
3,,610046,Lyon,"1,271",2008
3,,610058,May ,673,2008
3,,610282,McNair,581,2008
3,,610092,Nash,635,2008
3,,610158,Sayre ,534,2008
3,,610183,Spencer,878,2008
3,,610235,Young,"1,479",2008
4,,609780,Ames,780,2008
4,,609922,Belmont-Cragin,261,2008
4,,,Belmont-Cragin EC,346,2008
4,,609835,Cameron,"1,040",2008
4,,610021,Casals,535,2008
4,,609853,Chase,552,2008
4,,609854,Chopin,269,2008
4,,609863,Columbus,314,2008
4,,609875,Darwin,745,2008
4,,610320,Roque De Duprey,231,2008
4,,609930,Funston,578,2008
4,,609942,Goethe,683,2008
4,,610068,Hanson Park,"1,575",2008
4,,610031,Lafayette,621,2008
4,,610040,Lloyd,"1,252",2008
4,,610044,Lowell,751,2008
4,,609968,McAuliffe,787,2008
4,,610073,Mitchell,242,2008
4,,610076,Moos,629,2008
4,,610088,Mozart,767,2008
4,,610097,Nixon,"1,051",2008
4,,610098,Nobel,805,2008
4,,610051,Northwest Mid,"1,008",2008
4,,610106,Piccolo,760,2008
4,,610165,Schubert,"1,369",2008
4,,610192,Stowe,"1,037",2008
4,,610210,Von Humboldt,526,2008
4,,,Von Humboldt CPC,98,2008
4,,610100,West Park ,708,2008
4,,610234,Yates,791,2008
6,,609773,Agassiz,352,2008
6,,609774,Alcott,465,2008
6,,609776,Andersen,559,2008
6,,609787,Avondale,671,2008
6,,609809,Brentano,549,2008
6,,609820,Burley,489,2008
6,,609828,Burr,312,2008
6,,609838,Carpenter,328,2008
6,,610313,De Diego ,"1,049",2008
6,,609896,Drummond,261,2008
6,,,Ferguson CPC,127,2008
6,,609926,Franklin Magnet,352,2008
6,,609974,Hawthorne,553,2008
6,,610012,Jenner,423,2008
6,,610033,LaSalle,572,2008
6,,610038,Lincoln,640,2008
6,,610039,Linne,691,2008
6,,610325,Logandale Mid,323,2008
6,,610029,Lozano Bilingual,417,2008
6,,610048,Manierre,437,2008
6,,610059,Mayer,495,2008
6,,610085,Nr North SPED Ctr,105,2008
6,,610095,Newberry Magnet,532,2008
6,,610101,Ogden,601,2008
6,,610107,Otis,440,2008
6,,610119,Peabody,258,2008
6,,610136,Prescott,227,2008
6,,610229,Pritzker,559,2008
6,,610138,Pulaski ,812,2008
6,,610342,Sabin Magnet,559,2008
6,,610250,Salazar Bilingual,381,2008
6,,610162,Schiller,222,2008
6,,,Schiller CPC,9,2008
6,,610164,Schneider,173,2008
6,,610197,Talcott,552,2008
7,,609797,Beidler,481,2008
7,,609812,"Brown, W.",240,2008
7,,610243,Calhoun North,456,2008
7,,610251,Cather,234,2008
7,,609881,Delano,409,2008
7,,,Delano CPC,112,2008
7,,610252,Dett,314,2008
7,,609888,Dodge,459,2008
7,,610055,Faraday,253,2008
7,,609915,Foundations,66,2008
7,,610348,Goldblatt,342,2008
7,,609985,Hefferan,451,2008
7,,609989,Herbert,442,2008
7,,610241,Marconi,323,2008
7,,610257,Morton,278,2008
7,,609999,Nia,64,2008
7,,610308,Rudolph Lrng Ctr,106,2008
7,,610154,Ryerson,591,2008
7,,610405,Suder Montessori,187,2008
7,,610194,Sumner,538,2008
7,,610202,Tilton,452,2008
7,,610133,"Ward, L.",417,2008
8,,610365,Bethune,346,2008
8,,609851,Chalmers,262,2008
8,,,Cole CPC,14,2008
8,,609873,Crown,415,2008
8,,610254,Dvorak,697,2008
8,,609907,Ericson,605,2008
8,,610503,Frazier Intl Magnet,41,2008
8,,609954,Gregory,437,2008
8,,609966,Hammond,487,2008
8,,610240,Henson,425,2008
8,,609991,Herzl,607,2008
8,,,Herzl CPC,85,2008
8,,610005,"Hughes, C.",392,2008
8,,610121,Irving,486,2008
8,,610271,Jensen,472,2008
8,,610274,Johnson,268,2008
8,,,Johnson CPC,54,2008
8,,609925,Kellman,302,2008
8,,610023,King EL,336,2008
8,,610253,Lathrop,313,2008
8,,610034,Lawndale,533,2008
8,,610056,Mason,592,2008
8,,610293,Melody,443,2008
8,,610273,Paderewski,232,2008
8,,610123,Penn,421,2008
8,,610131,Plamondon,226,2008
8,,610134,Pope,164,2008
8,,610221,Webster,538,2008
9,,609771,Abbott,95,2008
9,,609777,Armour,225,2008
9,,,Armour Br,165,2008
9,,610148,Chavez,917,2008
9,,609867,Cooper,727,2008
9,,609894,Drake,368,2008
9,,610009,Galileo,611,2008
9,,609940,Gladstone,263,2008
9,,609959,Haines,747,2008
9,,609979,Healy,822,2008
9,,,Healy Br,460,2008
9,,609996,Holden,625,2008
9,,610060,"Jackson, A.",534,2008
9,,,Joyner CPC,63,2008
9,,610015,Jungman,328,2008
9,,610026,Kinzie,711,2008
9,,610062,McClellan,234,2008
9,,610071,Medill,139,2008
9,,610075,Montefiore,72,2008
9,,610231,Natl Teachers Acad,504,2008
9,,610329,Orozco,705,2008
9,,609872,Perez,532,2008
9,,610129,Pickard,634,2008
9,,610013,Pilsen,464,2008
9,,610081,Sheridan Magnet,519,2008
9,,610177,Skinner Classical,601,2008
9,,610180,"Smyth, J.",528,2008
9,,609990,South Loop,412,2008
9,,,South Loop Br,91,2008
9,,610216,Walsh,562,2008
9,,610217,"Ward, J.",451,2008
9,,610228,Whittier,367,2008
9,,610232,Williams Multiplex,270,2008
9,,610336,Williams Middle,114,2008
10,,610317,Brighton Park,876,2008
10,,609829,Burroughs,539,2008
10,,610024,Cardenas,397,2008
10,,,Cardenas Br,229,2008
10,,609826,Castellanos,582,2008
10,,610170,Columbia Explorers,919,2008
10,,609870,Corkery,705,2008
10,,609876,"Davis, N.","1,565",2008
10,,609950,Ortiz De Dominguez,796,2008
10,,610306,De La Cruz,179,2008
10,,609909,Everett,368,2008
10,,609967,Finkl,449,2008
10,,609938,Gary,"1,243",2008
10,,609958,Gunsaulus,711,2008
10,,609920,Kanoon Magnet,732,2008
10,,609834,Little Village,778,2008
10,,610215,Madero Mid,349,2008
10,,610063,McCormick,938,2008
10,,610353,McKinley Park,301,2008
10,,610125,Ruiz,"1,005",2008
10,,610017,Saucedo,"1,227",2008
10,,610184,Spry,841,2008
10,,609921,Telpochcalli,244,2008
10,,610227,Whitney,"1,061",2008
10,,609973,Zapata,939,2008
11,,610087,Blair,120,2008
11,,609832,Byrne,721,2008
11,,609855,Christopher,270,2008
11,,609879,Dawes,"1,182",2008
11,,609893,Dore,570,2008
11,,610352,Durkin Park,481,2008
11,,609898,Eberhart,"1,795",2008
11,,609903,Edwards,"1,532",2008
11,,610057,Fairfield,686,2008
11,,,Fleming - Grimes Br,313,2008
11,,609956,Grimes,177,2008
11,,609960,Hale,880,2008
11,,609807,Hampton,751,2008
11,,609981,Hearst,686,2008
11,,610006,Hurley,941,2008
11,,610291,Lee,"1,121",2008
11,,610053,Marquette,"1,670",2008
11,,610067,McKay,"1,263",2008
11,,610404,Midway ,90,2008
11,,610077,Morrill,983,2008
11,,610096,Nightingale,"1,435",2008
11,,610117,Pasteur,"1,400",2008
11,,610120,Peck,"1,500",2008
11,,610226,Sandoval,"1,279",2008
11,,610157,Sawyer,"2,044",2008
11,,610185,Stevenson,"1,298",2008
11,,610396,Tarkington,"1,079",2008
11,,610203,Tonti,"1,094",2008
11,,,Tonti Br,240,2008
11,,610206,Twain,"1,037",2008
12,,610161,Bontemps,431,2008
12,,609842,Carson,"1,307",2008
12,,610347,Claremont,642,2008
12,,609869,Copernicus,384,2008
12,,610239,Daley,901,2008
12,,610292,"Davis, M.",317,2008
12,,609897,Earle,433,2008
12,,610319,Evergreen,457,2008
12,,609929,Fulton,597,2008
12,,609913,Goodlow Magnet,522,2008
12,,609952,"Greene, N.",609,2008
12,,609964,Hamline,380,2008
12,,,Hamline Br,282,2008
12,,,Hamline Br EC Ctr,153,2008
12,,609983,Hedges,870,2008
12,,,Hedges Br,128,2008
12,,609986,Henderson,573,2008
12,,609993,Lara,598,2008
12,,610037,Libby,670,2008
12,,610108,O'Toole,727,2008
12,,609941,Randolph,698,2008
12,,610167,Seward,697,2008
12,,,Seward Br,254,2008
12,,610174,Shields,"1,843",2008
12,,610249,Talman,310,2008
12,,610504,Velma Thomas EC Ctr,99,2008
13,,609781,Attucks,341,2008
13,,610246,Beasley Magnet,"1,294",2008
13,,,Beasley CPC,178,2008
13,,610237,Beethoven,468,2008
13,,609819,Burke,228,2008
13,,609844,Carter,456,2008
13,,,Cockrell CPC,46,2008
13,,609885,Dewey,377,2008
13,,,Dewey CPC,119,2008
13,,609928,Fuller,299,2008
13,,609947,"Graham, A.",569,2008
13,,609987,Hendricks,295,2008
13,,609997,Holmes,519,2008
13,,610260,McCorkle,282,2008
13,,610276,Mollison,283,2008
13,,610277,Overton,354,2008
13,,,Overton CPC,82,2008
13,,610114,Parkman,201,2008
13,,610349,Princeton A C,199,2008
13,,610150,Ross,474,2008
13,,610172,Sherman,493,2008
13,,610173,Sherwood,406,2008
13,,610345,Woodson South,459,2008
13,,,Woodson South CPC,46,2008
14,,609775,Altgeld,679,2008
14,,610265,Banneker,394,2008
14,,609790,Barton,776,2008
14,,609791,Bass,578,2008
14,,610238,Bond,500,2008
14,,609813,Brownell,290,2008
14,,609883,Deneen,577,2008
14,,610283,Guggenheim,330,2008
14,,609971,Harvard,517,2008
14,,610299,Hinton,521,2008
14,,610140,Johns ,297,2008
14,,609805,Joplin,565,2008
14,,610019,Kershaw,244,2008
14,,610298,Lenart,314,2008
14,,610290,Mays,333,2008
14,,609793,Nicholson,465,2008
14,,610102,Oglesby,590,2008
14,,610115,Park Manor,404,2008
14,,610112,Parker,576,2008
14,,,Parker CPC,62,2008
14,,610264,Reed,341,2008
14,,610152,Ruggles,469,2008
14,,610339,Stagg,553,2008
14,,610223,Wentworth,404,2008
14,,610300,Westcott,506,2008
14,,610285,Woods,546,2008
14,,610233,Yale,303,2008
15,,609951,Ariel ,437,2008
15,,610018,Canter Mid,261,2008
15,,609837,Carnegie,665,2008
15,,609891,Doolittle,423,2008
15,,,Doolittle EC,32,2008
15,,610263,Dulles,511,2008
15,,610266,Dumas,329,2008
15,,609916,Fermi,255,2008
15,,609919,Fiske,417,2008
15,,609969,Harte,431,2008
15,,610030,Kozminski,451,2008
15,,610061,Mayo,487,2008
15,,610090,Murray,473,2008
15,,610126,Pershing E. Magnet,238,2008
15,,610395,Pershing W. Magnet,270,2008
15,,610258,Price,228,2008
15,,610142,Ray,673,2008
15,,610143,Reavis,391,2008
15,,610256,Robinson,207,2008
15,,610169,Sexton,470,2008
15,,610175,Shoesmith,362,2008
15,,610065,McCosh,783,2008
15,,610213,Wadsworth,338,2008
15,,,Wadsworth CPC,29,2008
15,,610110,Wells Prep,162,2008
15,,609977,Woodlawn,182,2008
16,,610287,Ashburn,490,2008
16,,609788,Barnard,303,2008
16,,609800,Bennett,455,2008
16,,609839,Carroll,298,2008
16,,,Carroll Annex,157,2008
16,,609849,Cassell,313,2008
16,,609861,Clissold,610,2008
16,,609864,Cook,718,2008
16,,610003,Cuffe,733,2008
16,,609900,Curtis,525,2008
16,,610188,Dunne,448,2008
16,,609908,Esmond,486,2008
16,,610362,Evers,432,2008
16,,609917,Fernwood,447,2008
16,,609924,Fort Dearborn,673,2008
16,,609927,Foster Park,595,2008
16,,610128,"Garvey, M.",496,2008
16,,610032,"Green, W.",267,2008
16,,609955,Gresham,443,2008
16,,610368,"Hughes, L.",315,2008
16,,610369,"Jackson, M.",368,2008
16,,610084,Keller Magnet,223,2008
16,,610016,Kellogg,278,2008
16,,610028,Kohn,579,2008
16,,610072,Morgan,370,2008
16,,610082,Mt Greenwood,647,2008
16,,610086,Mt Vernon,309,2008
16,,610109,Owen,248,2008
16,,,Rosenwald - Carrol  Br,227,2008
16,,,Shedd - Bennett Br,150,2008
16,,610195,Sutherland,755,2008
16,,610207,Vanderpoel Magnet,320,2008
16,,609871,Vick EC Ctr,209,2008
16,,610366,Wacker,255,2008
17,,610268,Ashe,640,2008
17,,609786,Avalon Park,655,2008
17,,610350,Black Magnet,288,2008
17,,,Black Br,193,2008
17,,609815,Bouchet,976,2008
17,,609806,Bradwell,887,2008
17,,610280,Buckingham,37,2008
17,,609827,Burnside,758,2008
17,,609833,Caldwell,484,2008
17,,609862,Coles,610,2008
17,,610314,Davis Dev Ctr,67,2008
17,,609887,Dixon,645,2008
17,,610316,Earhart,299,2008
17,,609939,Gillespie,640,2008
17,,610002,Hoyne,353,2008
17,,610027,Kipling,468,2008
17,,610047,Madison,478,2008
17,,610052,Mann,757,2008
17,,610066,McDade Classical,193,2008
17,,610312,McDowell,179,2008
17,,610171,Mireles,"1,103",2008
17,,610093,Neil,405,2008
17,,609961,Ninos Heroes,702,2008
17,,610103,O'Keeffe,700,2008
17,,610116,Parkside,321,2008
17,,610130,Pirie,514,2008
17,,610281,Powell,596,2008
17,,610146,Revere,548,2008
17,,610153,Ryder,407,2008
17,,610286,South Chicago,157,2008
17,,610193,Sullivan,670,2008
17,,610279,Tanner,573,2008
17,,609895,Turner-Drew,347,2008
17,,610218,Warren,383,2008
17,,610124,"Washington, H.",660,2008
18,,609772,Addams,924,2008
18,,609848,Aldridge,219,2008
18,,,Anthony - Burnham Br ,169,2008
18,,609811,Bright,288,2008
18,,610091,"Brown, R.",330,2008
18,,609821,Burnham,138,2008
18,,609847,Carver Mid,238,2008
18,,609845,Carver Primary,265,2008
18,,609856,Clay,757,2008
18,,610199,"Colemon, J.",286,2008
18,,610004,Cullen,366,2008
18,,610364,DuBois,255,2008
18,,609935,Gallistel,805,2008
18,,,Gallistel Br,566,2008
18,,609943,Gompers,374,2008
18,,609944,Grissom,348,2008
18,,609808,Haley,667,2008
18,,610295,Higgins,400,2008
18,,610208,Lavizzo,603,2008
18,,610045,Lawrence,573,2008
18,,610054,Marsh,759,2008
18,,609902,Metcalfe,700,2008
18,,609932,Owens,439,2008
18,,610132,Poe Classical,177,2008
18,,610139,Pullman,372,2008
18,,610178,Schmid,280,2008
18,,610176,Shoop,823,2008
18,,609978,"Smith, W.",440,2008
18,,610160,Songhai,513,2008
18,,610198,Taylor,725,2008
18,,610200,"Thorp, J. N.",530,2008
18,,610219,"Washington, G.",749,2008
18,,610224,West Pullman,422,2008
18,,,Wheatley CPC,61,2008
18,,610225,Whistler,530,2008
18,,610315,White,215,2008
19,,609695,Amundsen HS,"1,611",2008
19,,610402,DeVry Advantage HS,185,2008
19,,609708,Foreman HS,"1,948",2008
19,,609716,Kelvyn Park HS,"1,559",2008
19,,609719,Lake View HS,"1,644",2008
19,,609720,Lane Tech HS,"4,088",2008
19,,609738,Lincoln Park HS,"2,215",2008
19,,609724,Mather HS,"1,800",2008
19,,609691,North-Grand HS,907,2008
19,,609749,Northside CPHS,"1,112",2008
19,,609744,Northside Lrn Ctr HS,285,2008
19,,609679,Prosser HS,"1,413",2008
19,,609728,Roosevelt HS,"1,595",2008
19,,609729,Schurz HS,"2,034",2008
19,,610377,Senn AA HS,113,2008
19,,609730,Senn HS,"1,190",2008
19,,609732,Steinmetz HS,"1,947",2008
19,,609733,Sullivan HS,884,2008
19,,609734,Taft HS,"2,596",2008
19,,610394,Uplift Community HS,556,2008
19,,609766,Vaughn Occp HS,223,2008
19,,609737,Von Steuben HS,"1,586",2008
21,,610501,Austin Polytech HS,129,2008
21,,610370,Best Practice HS,289,2008
21,,610244,Clark Magnet HS,964,2008
21,,610401,Clemente AA HS,325,2008
21,,609759,Clemente HS,"2,183",2008
21,,610499,Collins Acad HS,133,2008
21,,609763,Collins HS,373,2008
21,,610378,Crane AA HS,377,2008
21,,609702,Crane Tech HS,981,2008
21,,610245,Douglass HS,561,2008
21,,609783,"Jefferson, N",357,2008
21,,609678,Jones CPHS,707,2008
21,,609764,Juarez HS,"1,547",2008
21,,609722,Manley HS,"1,221",2008
21,,609723,Marshall HS,"1,270",2008
21,,609680,Payton CPHS,890,2008
21,,609750,Simpson HS,238,2008
21,,609740,Wells HS,919,2008
21,,609755,Young Magnet HS,"2,185",2008
23,,610357,Spry Comm Links HS,95,2008
23,,609756,Curie HS,"3,252",2008
23,,609676,Dunbar Voc HS,"1,575",2008
23,,609736,Dyett HS,598,2008
23,,609742,Englewood HS,161,2008
23,,609704,Farragut HS,"2,114",2008
23,,609709,Gage Park HS,"1,591",2008
23,,609769,"Graham, R. Trng CTR",172,2008
23,,609694,Hancock HS,913,2008
23,,609711,Harper HS,"1,258",2008
23,,609768,Hope CPHS,"1,056",2008
23,,609741,Hubbard HS,"1,702",2008
23,,609713,Hyde Park HS,"2,313",2008
23,,609715,Kelly HS,"3,195",2008
23,,609718,Kennedy HS,"1,637",2008
23,,609746,Kenwood HS,"1,578",2008
23,,609751,King CPHS,899,2008
23,,610391,Lindblom MSHS,484,2008
23,,609743,Phillips AA HS,196,2008
23,,609727,Phillips HS,800,2008
23,,609682,Richards HS,594,2008
23,,610375,Tilden AA HS,246,2008
23,,609735,Tilden HS,"1,332",2008
24,,609698,Bogan Tech HS,"2,002",2008
24,,609726,Brooks CPHS,729,2008
24,,609753,Chicago Agr Sci HS,583,2008
24,,609675,Chgo Voc AA HS,298,2008
24,,609674,Chicago Voc HS,"1,874",2008
24,,609761,Corliss HS,"1,249",2008
24,,609706,Fenger AA HS,172,2008
24,,609705,Fenger  HS,"1,189",2008
24,,609710,Harlan HS,"1,415",2008
24,,609712,Hirsch HS,974,2008
24,,609762,Julian HS,"1,646",2008
24,,609765,Las Casas HS,136,2008
24,,609725,Morgan Park HS,"1,920",2008
24,,610374,Robeson AA HS,187,2008
24,,609707,Robeson HS,"1,271",2008
24,,609692,Simeon HS,"1,566",2008
24,,609745,Southside Occp HS,223,2008
24,,609739,"Washington, G. HS","1,565",2008
25,,610303,AASTA - Orr HS,488,2008
25,,610301,Big Pict HS - Yards,53,2008
25,,610337,Big Pict HS - Metro,47,2008
25,,610307,BEST HS,317,2008
25,,610381,Bronzeville HS,358,2008
25,,610340,Chicago Acad HS,499,2008
25,,610309,Chicago Discovery HS,391,2008
25,,610302,EXCEL - Orr HS,431,2008
25,,610324,Global Visions HS,330,2008
25,,610384,Infinity HS,263,2008
25,,610385,Multicultural Arts HS,260,2008
25,,610323,New Millnm HS,367,2008
25,,610334,Raby HS,543,2008
25,,610311,Entrepreneurshp HS,513,2008
25,,610297,Sch Of Leadrshp HS,441,2008
25,,610296,Sch Of Tech HS,466,2008
25,,610310,Sch Of The Arts HS,464,2008
25,,610383,Sch Of Soc Just HS,271,2008
25,,610506,TEAM Englewood HS,139,2008
25,,610322,Vines Prep HS,456,2008
25,,610380,Williams HS - Prep Med,228,2008
25,,610392,World Language HS,245,2008
26,,609760,Carver Mil Acad HS,495,2008
26,,609754,Chicago Mil Acad HS,507,2008
26,,610502,Marine Mil Acad HS,122,2008
26,,610304,Phoenix Mil Acad HS,311,2008
26,,610390,Rickover Naval HS,318,2008
51,,609683,Alternative Learning Comm HS,307,2008
51,,610371,IDOC/Healy South HS,52,2008
51,,,Jefferson IDOC/Healy,26,2008
51,,,Jerfferson Ctr/Factory,27,2008
51,,610388,LINC Alt HS,411,2008
51,,610386,Peace & Education Alt HS,81,2008
51,,609748,York Alt HS,299,2008
52,,400010,ACE Tech Chtr HS,462,2008
52,,400008,ACT Chtr HS,296,2008
52,,400015,ASPIRA Chrtr - Ramirez,299,2008
52,,400017,ASPIRA Chrtr - Haugan,505,2008
52,,400013,ASPIRA Chrtr - Early College,208,2008
52,,400019,Bronzeville LH Chtr,349,2008
52,,400020,Catalyst Charter,192,2008
52,,400024,Chgo Intl Chrt - Basil,698,2008
52,,400025,Chgo Intl Chrt - Bucktown,602,2008
52,,400032,Chgo Intl Chrt - Ellison,263,2008
52,,400027,Chgo Intl Chrt - Irving Pk,203,2008
52,,400033,Chgo Intl Chrt - Longwood,"1,465",2008
52,,400034,Chgo Intl Chrt - Northtown,758,2008
52,,400028,Chgo Intl Chrt - Prairie,403,2008
52,,400023,Chgo Intl Chrt - South Shore,366,2008
52,,400030,Chgo Intl Chrt - W. Belden,489,2008
52,,400029,Chgo Intl Chrt - Washington,442,2008
52,,400031,Chgo Intl Chrt - Wrightwood,618,2008
52,,400035,Chgo Math/Sci Chtr,388,2008
52,,400036,Chicago Virtual Chtr,381,2008
52,,400037,Chgo Child Choir Chtr,167,2008
52,,400039,Erie Charter,160,2008
52,,400041,Galapagos Charter,274,2008
52,,400044,KIPP Ascend Chrtr,318,2008
52,,400046,LEARN Charter,365,2008
52,,400049,Legacy Charter,252,2008
52,,400011,"Locke, A. Charter",507,2008
52,,400050,Namaste Charter,250,2008
52,,400053,Noble St. Chrtr HS - Golder,130,2008
52,,400054,Noble St. Chrtr HS - Prtizker,287,2008
52,,400055,Noble St. Chrtr HS - Rauner,280,2008
52,,400056,Noble St. Chrtr HS - Clark,129,2008
52,,400051,Noble St. Chrtr HS,505,2008
52,,400058,North Lawndale Chrtr,382,2008
52,,400059,Nth Lawndale Chtr - Collins,81,2008
52,,400060,Passages Chrtr,229,2008
52,,400062,Perspectives Chrtr - Cal Tech,176,2008
52,,400067,Perspectives Chrtr - Middle,342,2008
52,,400064,Perspectives Chrtr HS,354,2008
52,,400061,Perspectives Chrtr - Calumet,223,2008
52,,400069,Polaris Charter Acad,116,2008
52,,400071,Providence-Englewood Chrtr,287,2008
52,,400072,Shabazz Charter,298,2008
52,,400073,Shabazz Chrtr - DuSable,270,2008
52,,400074,Shabazz Chrtr - Sizmore,173,2008
52,,400075,U Of C Chrt - Donoghue,316,2008
52,,400076,U Of C Chrt - Nth Kenwood,446,2008
52,,400077,U Of Chicago Chtr HS,302,2008
52,,400082,UNO Charter - Fuentes,515,2008
52,,400081,UNO Charter - Las Casas,259,2008
52,,400089,UNO Charter - Marquez,514,2008
52,,400083,UNO Charter - Paz,775,2008
52,,400084,UNO Charter - Tamayo,262,2008
52,,400086,Urban Prep Chtr HS,265,2008
52,,400087,Yng Women Ldrshp Chrt,339,2008
52,,609686,Youth Connctns Chrtr,"2,842",2008
53,,400018,Austin Bus & Entrp HS,295,2008
53,,400021,Catalyst Circle Rock,220,2008
53,,400040,Frazier Prep Acad,268,2008
53,,400070,Prologue Early College HS,173,2008
