School ID,School,Total,Year,Area,Network
400034,CICS - Northtown,920,2019,,
400028,CICS - Prairie,425,2019,,
400032,CICS - Ralph Ellison,349,2019,,
400029,CICS - Washington Park,474,2019,,
400030,CICS - West Belden,533,2019,,
400031,CICS - Wrightwood,751,2019,,
400094,EPIC Academy Charter High School,547,2019,,
400039,Erie Elementary Charter School,413,2019,,
400171,Foundations College Preparatory Charter School,263,2019,,
400040,Frazier Preparatory Academy Charter School,322,2019,,
400168,Great Lakes Academy Charter School,337,2019,,
400167,Horizon Science Academy Southwest Chicago Charter,735,2019,,
400104,Instituto Health Sciences Career Academy,743,2019,,
400162,Intrinsic Charter School,1015,2019,,
400146,KIPP Academy Chicago Campus,387,2019,,
400044,KIPP Ascend Charter School,921,2019,,
400163,KIPP Chicago Charter School - KIPP Bloom,484,2019,,
400180,KIPP One Academy,655,2019,,
400045,Kwame Nkrumah Academy Charter School,197,2019,,
400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,408,2019,,
400048,L.E.A.R.N. - Excel Campus,438,2019,,
400111,L.E.A.R.N. - Hunter Perkins Campus,502,2019,,
400165,L.E.A.R.N. - Middle School Campus,273,2019,,
400046,L.E.A.R.N. - Romano Butler Campus,558,2019,,
400107,L.E.A.R.N. - South Chicago Campus,420,2019,,
400151,L.E.A.R.N. Charter School - 7th Campus,214,2019,,
400049,Legacy Charter School,469,2019,,
400119,Legal Prep Charter Academy,345,2019,,
400178,Moving Everest Charter School,444,2019,,
400050,Namaste Charter School,481,2019,,
400157,Noble - Baker College Prep,231,2019,,
400156,Noble - Butler College Prep,676,2019,,
400097,Noble - Chicago Bulls College Prep,1165,2019,,
400118,Noble - DRW College Prep,357,2019,,
400052,Noble - Gary Comer College Prep,1191,2019,,
400053,Noble - Golder College Prep,671,2019,,
400117,Noble - Hansberry College Prep,567,2019,,
400169,Noble - ITW David Speer Academy,1085,2019,,
400106,Noble - John and Eunice Johnson College Prep,776,2019,,
400098,Noble - Muchin College Prep,974,2019,,
400051,Noble - Noble College Prep,669,2019,,
400054,Noble - Pritzker College Prep,978,2019,,
400055,Noble - Rauner College Prep,618,2019,,
400056,Noble - Rowe-Clark Math and Science Academy,405,2019,,
400170,Noble - The Noble Academy,443,2019,,
400057,Noble - UIC College Prep,932,2019,,
400179,Noble Mansueto High School,799,2019,,
400058,North Lawndale College Prep - Christiana,373,2019,,
400059,North Lawndale College Prep - Collins,364,2019,,
400062,Perspectives - High School of Technology,316,2019,,
400061,Perspectives - Leadership Academy,406,2019,,
400066,Perspectives - Math and Science Academy,497,2019,,
400064,Perspectives - Rodney D. Joslin,383,2019,,
400069,Polaris Charter Academy,448,2019,,
400071,Providence Englewood Charter School,467,2019,,
400096,Rowe Elementary Charter School,1008,2019,,
400116,The Montessori School of Englewood Charter,334,2019,,
400078,University of Chicago - Carter G. Woodson,85,2019,,
400075,University of Chicago - Donoghue,540,2019,,
400076,University of Chicago - North Kenwood/Oakland,349,2019,,
400077,University of Chicago - Woodlawn,625,2019,,
400105,Urban Prep Academy for Young Men - Bronzeville,340,2019,,
400086,Urban Prep Academy for Young Men - Englewood,260,2019,,
400102,Urban Prep Charter Academy for Young Men - West,176,2019,,
400087,Young Women's Leadership Charter School,160,2019,,
400022,Chicago High School for the Arts (ChiArts),613,2019,,
400091,Chicago Technology Academy High School,269,2019,,
400043,Hope Institute Learning Academy,333,2019,,
400068,Plato Learning Academy,283,2019,,
610581,Bridgescape Academy Brainerd,106,2019,,
610580,Bridgescape Academy Humboldt Park,99,2019,,
610567,Bridgescape Academy Roseland,123,2019,,
610566,Bridgscape Academy Lawndale,85,2019,,
400147,Camelot - Chicago Excel Academy,300,2019,,
610565,Camelot Excel - Englewood HS,277,2019,,
400175,Camelot Excel - Southshore HS,231,2019,,
400176,Camelot Excel - Southwest HS,124,2019,,
610572,Camelot Safe Elementary,1,2019,,
610573,Camelot Safe HS,5,2019,,
400164,Instituto - Justice Lozano,91,2019,,
400137,Little Black Pearl Art and Design Academy,110,2019,,
610569,Ombudsman Chicago- Northwest,245,2019,,
610570,Ombudsman Chicago- South,443,2019,,
610571,Ombudsman Chicago- West,325,2019,,
610557,Pathways in Education- Ashburn,266,2019,,
610568,Pathways in Education- Avondale,271,2019,,
400173,Pathways in Education- Brighton Park,354,2019,,
400123,YCCS- Academy of Scholastic Achievement HS,168,2019,,
400133,YCCS- Innovations HS of Arts Integration,406,2019,,
400124,YCCS- McKinley Lakeside Leadership HS,156,2019,,
400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",173,2019,,
400126,YCCS-Association House HS,129,2019,,
400127,YCCS-Austin Career Education Center HS,108,2019,,
400128,YCCS-CCA Academy HS,153,2019,,
400150,YCCS-Chatham AcademyHS,174,2019,,
400130,YCCS-Community Youth Development Institute HS,138,2019,,
400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,186,2019,,
400134,YCCS-Jane Addams Alternative HS,211,2019,,
400135,YCCS-Latino Youth Alternative HS,219,2019,,
400136,YCCS-Olive Harvey Middle College HS,101,2019,,
400129,YCCS-Progressive Leadership Academy,186,2019,,
400139,YCCS-Sullivan House Alternative HS,326,2019,,
400141,YCCS-Truman Middle College HS,222,2019,,
400143,YCCS-West Town Acad Alternative HS,176,2019,,
400144,YCCS-Westside Holistic Leadership Acad HS,156,2019,,
400145,YCCS-Youth Connection Leadership Acad HS,221,2019,,
