Area,Network,School ID,School,Total,Year
24,,610374,Robeson Achievement Academy High School,187,2009
24,,609675,Chicago Vocational Achievement Academy HS,232,2009
24,,609706,Fenger Achievement Academy High School,99,2009
25,,610386,Peace & Education Coalition High School,103,2009
25,,610518,VOISE Academy High School,149,2009
25,,610389,Orr Academy High School,"1,185",2009
25,,610392,World Language Academy High School,342,2009
25,,610380,Daniel Hale Williams Prep School of Medicine,322,2009
25,,610296,High School of Technology at South Shore,365,2009
25,,610297,High School of Leadership at South Shore,373,2009
25,,610381,Bronzeville Scholastic Academy High School,521,2009
25,,610301,Big Picture High School at Back of The Yards,25,2009
25,,610307,Bowen Environmental Studies High School,313,2009
25,,610309,Chicago Discovery Academy High School,422,2009
25,,610310,High School of the Arts at South Shore,411,2009
25,,610311,Entrepreneurship High School,440,2009
25,,610323,New Millennium High School of Health at Bowen,316,2009
25,,610324,Bowen Global Visions Academy High School,260,2009
25,,610383,Greater Lawndale High School For Social Justice,350,2009
25,,610385,Multicultural Arts High School,323,2009
25,,610384,Infinity Math Science and Technology High School,340,2009
25,,610334,Al Raby High School,538,2009
25,,610337,Big Picture High School at Williams Multiplex,19,2009
25,,610340,Chicago Academy High School,497,2009
25,,610506,TEAM Englewood Community Academy High School,282,2009
26,,610502,Marine Military Academy High School,240,2009
26,,609754,Chicago Military Academy High School,514,2009
26,,609760,George Washington Carver Military Academy HS,504,2009
26,,610390,Hyman G Rickover Naval Academy High School,397,2009
26,,610304,Phoenix Military Academy High School,385,2009
51,,609683,Alternative Learning Community High School,453,2009
51,,610388,LINC Alternative High School,533,2009
51,,610371,IDOC/Healy South High School,76,2009
52,,400058,North Lawndale Charter HS - Howland,405,2009
52,,400059,North Lawndale Charter HS - Collins,248,2009
52,,609686,Youth Connections Charter School,"3,071",2009
52,,400042,Henry Ford Academy: Power House Charter HS,111,2009
52,,400008,Acad of Communication & Tech Charter High School,319,2009
52,,400051,Noble Street Charter - Noble HS,494,2009
52,,400054,Noble Street Charter - Pritzker HS,428,2009
52,,400055,Noble Street Charter - Rauner HS,409,2009
52,,400056,Noble Street Charter - Rowe Clark HS,279,2009
52,,400053,Noble Street Charter - Golder HS,284,2009
52,,400052,Noble Street Charter - Comer HS,153,2009
52,,400057,Noble Street Charter - UIC HS,182,2009
52,,400064,Perspectives Charter-Loop HS,346,2009
52,,400061,Perspectives Charter-Calumet HS,364,2009
52,,400062,Perspectives Charter-Calumet Technical HS,327,2009
52,,400067,Perspectives Charter-Calumet MS,383,2009
52,,400066,Perspectives Charter-Math and Science HS,261,2009
52,,400012,Amandla Charter High School,103,2009
52,,400029,Chicago Intl Charter - Washington Park ES,449,2009
52,,400033,Chicago Intl Charter - Longwood HS,"1,480",2009
52,,400087,Young Womens Leadership Charter High School,356,2009
52,,400075,Univ of Chicago Charter - Donoghue ES,334,2009
52,,400076,Univ of Chicago Charter-North Kenwood Oakland ES,310,2009
52,,400077,Univ of Chicago Charter - Woodlawn HS,440,2009
52,,400078,Univ of Chicago Charter - Woodson South MS,193,2009
52,,400031,Chicago Intl Charter - Wrightwood ES,699,2009
52,,400084,UNO Charter-Tamayo ES,276,2009
52,,400081,UNO Charter ES-de Las Casas,264,2009
52,,400082,UNO Charter-Fuentes ES,539,2009
52,,400085,UNO Charter-Archer Heights HS,149,2009
52,,400079,UNO Charter-Archer Heights North ES,559,2009
52,,400080,UNO Charter-Archer Heights South ES,565,2009
52,,400089,UNO Charter-Marquez ES,540,2009
52,,400017,ASPIRA Charter - Haugan MS,500,2009
52,,400019,Bronzeville Lighthouse Charter Elementary School,404,2009
52,,400073,Betty Shabazz Charter - DuSable HS,383,2009
52,,400069,Polaris Charter Elementary Academy,182,2009
52,,400028,Chicago Intl Charter - Prairie ES,416,2009
52,,400020,Catalyst Charter Elementary School,331,2009
52,,400072,Betty Shabazz Charter - Shabazz ES,297,2009
52,,400011,Alain Locke Elementary Charter Academy,507,2009
52,,400025,Chicago Intl Charter - Bucktown ES,624,2009
52,,400032,Chicago Intl Charter - Ellison HS,447,2009
52,,400027,Chicago Intl Charter - Irving Park ES,349,2009
52,,400026,Chicago Intl Charter - Friesse ES,568,2009
52,,400074,Betty Shabazz Charter - Sizemore ES,202,2009
52,,400039,Erie Charter Elementary School,207,2009
52,,400083,UNO Charter-Paz ES,472,2009
52,,400041,Galapagos Charter Elementary School,314,2009
52,,400049,Legacy Charter Elementary School,303,2009
52,,400037,Choir Academy Charter ES of Chicago,141,2009
52,,400023,Chicago Intl Charter - Avalon South Shore ES,406,2009
52,,400071,Providence Englewood Elementary School,399,2009
52,,400046,LEARN Charter-North Lawndale I ES,433,2009
52,,400048,LEARN Charter-West Garfield ES,146,2009
52,,400060,Passages Charter Elementary School,209,2009
52,,400086,Urban Prep Academy for Young Men Charter HS,445,2009
52,,400030,Chicago Intl Charter - West Belden ES,500,2009
52,,400024,Chicago Intl Charter - Basil ES,726,2009
52,,400036,Chicago Virtual Charter High School,600,2009
52,,400034,Chicago Intl Charter - Northtown HS,808,2009
52,,400015,ASPIRA Charter - Ramirez HS,402,2009
52,,400013,ASPIRA Charter - Early College HS,374,2009
52,,400044,KIPP Ascend Charter Elementary School,325,2009
52,,400050,Namaste Charter Elementary School,313,2009
52,,400035,Chicago Math & Science Charter High School,483,2009
52,,400010,ACE Technical Charter High School,476,2009
53,,400070,Prologue Early College High School,201,2009
53,,400038,Community Services West High School,105,2009
53,,400009,Academy for Global Citizenship Elementary School,89,2009
53,,400068,Plato Learning Academy Elementary School,291,2009
53,,400045,Kwame Nkrumah Elementary Academy,64,2009
53,,400021,Catalyst Elementary School,274,2009
53,,400040,Frazier Preparatory Academy Elementary School,437,2009
53,,400018,Austin Business and Entrepreneurship Academy HS,392,2009
