Network,School ID,School,Totals,year
OS4,609848,Ira F Aldridge Elementary School,252,2014
OS4,610256,Jackie Robinson Elementary School,135,2014
OS4,609797,Jacob Beidler Elementary School,463,2014
OS4,609694,John Hancock College Preparatory High School,928,2014
OS4,610180,John M Smyth Elementary School,512,2014
OS4,609716,Kelvyn Park High School,890,2014
OS4,610034,Lawndale Elementary Community Academy,480,2014
OS4,609907,Leif Ericson Elementary Scholastic Academy,487,2014
OS4,609809,Lorenz Brentano Math & Science Academy ES,411,2014
OS4,609725,Morgan Park High School,"1,431",2014
OS4,609997,Oliver Wendell Holmes Elementary School,274,2014
OS4,609762,Percy L Julian High School,"1,057",2014
OS4,609759,Roberto Clemente Community Academy High School,701,2014
OS4,609805,Scott Joplin Elementary School,484,2014
OS4,609921,Telpochcalli Elementary School,308,2014
OS4,609715,Thomas Kelly High School,"2,537",2014
OS4,609740,Wells Community Academy High School,596,2014
OS4,610143,William C Reavis Math & Science Specialty ES,304,2014
OS4,609812,William H Brown Elementary School,224,2014
OS4,609698,William J Bogan High School,"1,115",2014
Contract,400147,Chicago Excel Academy,375,2014
Contract,400022,Chicago High School for the Arts,575,2014
Contract,400091,Chicago Technology Academy High School,387,2014
Contract,400038,Community Services West Academy,156,2014
Contract,400043,Hope Institute Learning Academy,398,2014
Contract,400068,Plato Learning Academy Elementary School,475,2014
Contract,400070,Prologue Early College High School,231,2014
Charter,400013,ASPIRA Charter - Early College,568,2014
Charter,400017,ASPIRA Charter - Haugan Campus,565,2014
Charter,400015,ASPIRA Charter - Mirta Ramirez Computer Science,166,2014
Charter,400009,Academy for Global Citizenship Elementary School,350,2014
Charter,400011,Alain Locke Charter Elementary Academy,570,2014
Charter,400012,Amandla Charter High School,354,2014
Charter,400010,"Architecture, Construction, and Engineering(ACE)T",481,2014
Charter,400060,Asian Human Services - Passages Charter School,440,2014
Charter,400072,Betty Shabazz Intl Charter,324,2014
Charter,400074,Betty Shabazz Intl Charter - Barbara A Sizemore,286,2014
Charter,400073,Betty Shabazz Intl Charter - DuSable Leadership,234,2014
Charter,400019,Bronzeville Lighthouse Charter Elementary School,488,2014
Charter,400020,Catalyst Charter ES - Howland,472,2014
Charter,400021,Catalyst Elementary School - Circle Rock,521,2014
Charter,400115,Catalyst-Maria Charter School,832,2014
Charter,400161,Chicago Charter Collegiate HS,115,2014
Charter,400023,Chicago Intl Charter - Avalon / South Shore,418,2014
Charter,400024,Chicago Intl Charter - Basil,704,2014
Charter,400025,Chicago Intl Charter - Bucktown,674,2014
Charter,400113,Chicago Intl Charter - Chicago Quest North,379,2014
Charter,400027,Chicago Intl Charter - Irving Park,534,2014
Charter,400108,Chicago Intl Charter - Larry Hawkins,348,2014
Charter,400092,Chicago Intl Charter - Lloyd Bond,348,2014
Charter,400033,Chicago Intl Charter - Longwood,"1,283",2014
Charter,400026,Chicago Intl Charter - Loomis Primary,578,2014
Charter,400034,Chicago Intl Charter - Northtown,886,2014
Charter,400028,Chicago Intl Charter - Prairie,406,2014
Charter,400032,Chicago Intl Charter - Ralph Ellison,481,2014
Charter,400029,Chicago Intl Charter - Washington Park,442,2014
Charter,400030,Chicago Intl Charter - West Belden,500,2014
Charter,400031,Chicago Intl Charter - Wrightwood,731,2014
Charter,400035,Chicago Math and Science Academy High School,606,2014
Charter,400093,Chicago Talent Development HS,183,2014
Charter,400036,Chicago Virtual Charter High School,690,2014
Charter,400159,Christopher Charter House ES,95,2014
Charter,400094,EPIC Academy High School,493,2014
Charter,400039,Erie Elementary Charter School,425,2014
Charter,400040,Frazier Preparatory Academy Elementary School,456,2014
Charter,400041,Galapagos Elementary Charter School,346,2014
Charter,400042,Henry Ford Academy Power House Charter HS,179,2014
Charter,400164,Instituto Charter Rudy Lozano - RLLAM,81,2014
Charter,400104,Instituto Health Sciences Career Academy HS,762,2014
Charter,400148,Instituto Justice and Leadership Acad Charter HS,165,2014
Charter,400162,Intrinsic Charter HS,184,2014
Charter,400044,KIPP Ascend Academy Charter Elementary School,744,2014
Charter,400163,KIPP Charter Bloom,84,2014
Charter,400146,KIPP Charter Create,166,2014
Charter,400045,Kwame Nkrumah Academy Elementary School,217,2014
Charter,400107,LEARN  Charter School-South Chicago Campus,383,2014
Charter,400165,LEARN Charter - Middle School Campus,200,2014
Charter,400047,LEARN Charter ES - Charles and Dorothy Campbell,442,2014
Charter,400048,LEARN Charter ES - Excel,401,2014
Charter,400046,LEARN Charter ES - Romano Butler Campus,634,2014
Charter,400111,LEARN Charter School - Hunter Perkins,398,2014
Charter,400151,Learn Charter 7 ES,201,2014
Charter,400049,Legacy Charter Elementary School,496,2014
Charter,400119,Legal Prep Charter Academy,228,2014
Charter,400050,Namaste Charter Elementary School,483,2014
Charter,400156,Noble Street Charter  Crimson HS,102,2014
Charter,400097,Noble Street Charter - Chicago Bulls College,"1,079",2014
Charter,400052,Noble Street Charter - Gary Comer College Prep,950,2014
Charter,400053,Noble Street Charter - Golder College Prep,635,2014
Charter,400098,Noble Street Charter - Muchin College Prep,886,2014
Charter,400051,Noble Street Charter - Noble Street College Prep,602,2014
Charter,400054,Noble Street Charter - Pritzker College Prep,858,2014
Charter,400055,Noble Street Charter - Rauner College Prep,640,2014
Charter,400056,Noble Street Charter - Rowe-Clark Math & Sci Acad,662,2014
Charter,400057,Noble Street Charter - UIC College Prep,851,2014
Charter,400157,Noble Street Charter Orange HS,105,2014
Charter,400118,Noble Street Charter School - Purple,431,2014
Charter,400117,Noble Street Charter School - Silver,498,2014
Charter,400106,Noble Street Charter School – Johnson HS,773,2014
Charter,400058,North Lawndale College Prep Charter - Christiana,425,2014
Charter,400059,North Lawndale College Prep Charter - Collins,422,2014
Charter,400062,Perspectives Charter - Calumet Technology,494,2014
Charter,400066,Perspectives Charter - IIT Math & Science Academy,586,2014
Charter,400064,Perspectives Charter - Rodney D Joslin,385,2014
Charter,400061,Perspectives Charter Leadership Academy HS,754,2014
Charter,400069,Polaris Charter Academy Elementary School,442,2014
Charter,400109,Prologue-Joshua Johnston Charter School,251,2014
Charter,400071,Providence Englewood Charter - Bunche,471,2014
Charter,400096,Rowe Elementary School,588,2014
Charter,400116,The Montessori School of Englewood Charter,205,2014
Charter,400112,UNO 51st and Homan Charter Elementary School,573,2014
Charter,400081,UNO Charter - Bartolome de Las Casas,286,2014
Charter,400082,UNO Charter - Carlos Fuentes,576,2014
Charter,400120,UNO Charter - Near West Elementary,576,2014
Charter,400083,UNO Charter - Octavio Paz Campus,429,2014
Charter,400121,UNO Charter - Rogers Park ES,605,2014
Charter,400084,UNO Charter - Rufino Tamayo,288,2014
Charter,400101,UNO Charter - Sandra Cisneros,555,2014
Charter,400153,UNO Charter 15 ES,380,2014
Charter,400114,UNO Charter School - Esmeralda Santiago,278,2014
Charter,400085,UNO Charter School - Major Hector P.Garcia MD Cam,648,2014
Charter,400089,UNO Charter School - Officer Donald J. Marquez,575,2014
Charter,400080,UNO Charter School - PFC Omar E.Torres Campus,636,2014
Charter,400079,UNO Charter School - SPC Daniel Zizumbo Campus,638,2014
Charter,400149,UNO Soccer Academy High School,544,2014
Charter,400078,University of Chicago Charter - Carter G Woodson,372,2014
Charter,400075,University of Chicago Charter - Donoghue,550,2014
Charter,400076,University of Chicago Charter - NKO,340,2014
Charter,400077,University of Chicago Charter - Woodlawn,634,2014
Charter,400086,Urban Prep Acad for Young Men Charter - Englewood,449,2014
Charter,400105,Urban Prep Academy for Young Men - Bronzeville,502,2014
Charter,400102,Urban Prep Academy for Young Men - West,476,2014
Charter,400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",168,2014
Charter,400123,YCCS-Academy of Scholastic Achievement HS,198,2014
Charter,400124,YCCS-Ada S. McKinley-Lakeside HS,177,2014
Charter,400126,"YCCS-Association House, El Cuarto Ano HS",155,2014
Charter,400127,YCCS-Austin Career Education Center HS,187,2014
Charter,400128,YCCS-CCA Academy HS,190,2014
Charter,400129,YCCS-Charles Hamilton Houston Alternative HS,144,2014
Charter,400150,YCCS-Chatham Academy HS,181,2014
Charter,400130,YCCS-Community Youth Development Institute HS,251,2014
Charter,400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,170,2014
Charter,400133,YCCS-Innovations of Arts Integration HS,303,2014
Charter,400134,YCCS-Jane Addams Alternative HS,219,2014
Charter,400135,YCCS-Latino Youth Alternative HS,199,2014
Charter,400136,YCCS-Olive Harvey Middle College HS,186,2014
Charter,400139,YCCS-Sullivan House Alternative HS,314,2014
Charter,400141,YCCS-Truman Middle College HS,212,2014
Charter,400142,YCCS-Virtual HS,172,2014
Charter,400143,YCCS-West Town Academy Alternative HS,155,2014
Charter,400144,YCCS-Westside Holistic Leadership Academy HS,185,2014
Charter,400145,YCCS-Youth Connection Leadership Academy HS,250,2014
Charter,400087,Young Women's Leadership Charter High School,331,2014
