Area,Network,School ID,School,Total,Year
52,,400085,UNO Charter School - Major Hector P.Garcia MD Campus,284,2010
52,,400089,UNO Charter School - Officer Donald J. Marquez,539,2010
52,,400080,UNO Charter School - PFC Omar E.Torres Campus,587,2010
52,,400079,UNO Charter School - SPC Daniel Zizumbo Campus,583,2010
52,,400086,Urban Prep Acad for Young Men Charter - Englewood,565,2010
52,,400087,Young Women's Leadership Charter High School,334,2010
52,,609686,Youth Connection Charter School,"3,408",2010
53,,400009,Academy for Global Citizenship Elementary School,150,2010
53,,400018,Austin Business and Entrepreneurship Academy HS,486,2010
53,,400021,Catalyst Elementary School - Circle Rock,336,2010
53,,400091,Chicago Academy for Advanced Technology HS,146,2010
53,,400022,Chicago High School for the Arts,146,2010
53,,400093,Chicago Talent Development HS,94,2010
53,,400038,Community Services West Academy,151,2010
53,,400094,EPIC Academy High School,119,2010
53,,400040,Frazier Preparatory Academy Elementary School,486,2010
53,,400095,Garfield Park Preparatory Academy ES,118,2010
53,,400043,Hope Institute Learning Academy,210,2010
53,,400045,Kwame Nkrumah Academy Elementary School,109,2010
53,,400068,Plato Learning Academy Elementary School,322,2010
53,,400102,Urban Prep Acad for Young Men - East Garfield Park,125,2010
