Network,School ID,School,Total,Year,Area
HS Network - North-Northwest Side,609733,Roger C Sullivan High School,812,2013,
HS Network - North-Northwest Side,609724,Stephen T Mather High School,"1,710",2013,
HS Network - North-Northwest Side,609728,Theodore Roosevelt High School,"1,504",2013,
HS Network - North-Northwest Side,610394,Uplift Community High School,411,2013,
HS Network - North-Northwest Side,609680,Walter Payton College Preparatory High School,859,2013,
HS Network - North-Northwest Side,610101,William B Ogden Elementary School,729,2013,
HS Network - North-Northwest Side,609734,William Howard Taft High School,"3,098",2013,
HS Network - South Side,610323,Bowen High School,538,2013,
HS Network - South Side,610381,Bronzeville Scholastic Academy High School,529,2013,
HS Network - South Side,609754,Chicago Military Academy High School,466,2013,
HS Network - South Side,609674,Chicago Vocational Career Academy High School,965,2013,
HS Network - South Side,610380,Daniel Hale Williams Prep School of Medicine,304,2013,
HS Network - South Side,609751,Dr  Martin Luther King  Jr  College Prep HS,879,2013,
HS Network - South Side,609736,Dyett High School,168,2013,
HS Network - South Side,609712,Emil G Hirsch Metropolitan High School,389,2013,
HS Network - South Side,610297,High School of Leadership at South Shore,411,2013,
HS Network - South Side,609713,Hyde Park Academy High School,"1,249",2013,
HS Network - South Side,609746,Kenwood Academy High School,"1,839",2013,
HS Network - South Side,609692,Neal F Simeon Career Academy High School,"1,529",2013,
HS Network - South Side,609676,Paul Laurence Dunbar Career Academy High School,"1,328",2013,
HS Network - South Side,609769,Ray Graham Training Center High School,116,2013,
HS Network - South Side,610547,South Shore Intl College Prep High School,450,2013,
HS Network - South Side,609678,William Jones College Preparatory High School,883,2013,
HS Network - Southwest Side,610513,Air Force Academy High School,393,2013,
HS Network - Southwest Side,609735,Edward Tilden Career Community Academy HS,400,2013,
HS Network - Southwest Side,609682,Ellen H Richards Career Academy High School,477,2013,
HS Network - Southwest Side,609709,Gage Park High School,835,2013,
HS Network - Southwest Side,609741,Gurdon S Hubbard High School,"1,639",2013,
HS Network - Southwest Side,609768,Hope College Preparatory High School,507,2013,
HS Network - Southwest Side,609718,John F Kennedy High School,"1,505",2013,
HS Network - Southwest Side,609694,John Hancock College Preparatory High School,963,2013,
HS Network - Southwest Side,609756,Marie Sklodowska Curie Metropolitan High School,"3,060",2013,
HS Network - Southwest Side,609707,Paul Robeson High School,591,2013,
HS Network - Southwest Side,610391,Robert Lindblom Math & Science Academy HS,"1,038",2013,
HS Network - Southwest Side,610558,Sarah E. Goode STEM Academy,244,2013,
HS Network - Southwest Side,609745,Southside Occupational Academy High School,202,2013,
HS Network - Southwest Side,610506,TEAM Englewood Community Academy High School,397,2013,
HS Network - Southwest Side,609715,Thomas Kelly High School,"2,691",2013,
HS Network - Southwest Side,609698,William J Bogan High School,"1,409",2013,
HS Network - Southwest Side,609711,William Rainey Harper High School,518,2013,
HS Network - West Side,610334,Al Raby High School,524,2013,
HS Network - West Side,400018,Austin Business and Entrepreneurship Academy HS,236,2013,
HS Network - West Side,610501,Austin Polytechnical Academy High School,192,2013,
HS Network - West Side,609764,Benito Juarez Community Academy High School,"1,790",2013,
HS Network - West Side,609704,David G Farragut Career Academy High School,"1,277",2013,
HS Network - West Side,610245,Frederick A Douglass Academy High School,316,2013,
HS Network - West Side,609693,George Westinghouse High School,"1,116",2013,
HS Network - West Side,610383,Greater Lawndale High School For Social Justice,356,2013,
HS Network - West Side,610384,Infinity Math Science and Technology High School,410,2013,
HS Network - West Side,609723,John Marshall Metropolitan High School,677,2013,
HS Network - West Side,609722,Manley Career Academy High School,476,2013,
HS Network - West Side,610502,Marine Military Math and Science Academy,376,2013,
HS Network - West Side,610535,Mason High School,60,2013,
HS Network - West Side,610244,Michele Clark Academic Prep Magnet High School,574,2013,
HS Network - West Side,610385,Multicultural Academy of Scholarship,290,2013,
HS Network - West Side,609691,North-Grand High School,904,2013,
HS Network - West Side,610304,Phoenix Military Academy High School,429,2013,
HS Network - West Side,609702,Richard T Crane Technical Preparatory HS,387,2013,
HS Network - West Side,609759,Roberto Clemente Community Academy High School,891,2013,
HS Network - West Side,610357,Spry Community Links High School,193,2013,
HS Network - West Side,610518,VOISE Academy High School,367,2013,
HS Network - West Side,609740,Wells Community Academy High School,611,2013,
HS Network - West Side,609755,Whitney M Young Magnet High School,"2,203",2013,
HS Network - West Side,610392,World Language Academy High School,371,2013,
Network - AUSL,609883,Charles S Deneen Elementary School,549,2013,
Network - AUSL,610248,Chicago Academy Elementary School,601,2013,
Network - AUSL,610340,Chicago Academy High School,517,2013,
Network - AUSL,610499,Collins Academy High School,433,2013,
Network - AUSL,610543,Eric Solorio Academy High School,843,2013,
Network - AUSL,609900,George W Curtis Elementary School,474,2013,
Network - AUSL,610274,James Weldon Johnson Elementary School,402,2013,
Network - AUSL,610263,John Foster Dulles Elementary School,528,2013,
Network - AUSL,609971,John Harvard Elementary School of Excellence,441,2013,
Network - AUSL,610000,Julia Ward Howe Elementary School of Excellence,610,2013,
Network - AUSL,609888,Mary Mapes Dodge Elementary Renaissance Academy,433,2013,
Network - AUSL,610365,Mary McLeod Bethune Elementary School,377,2013,
Network - AUSL,610257,Morton School of Excellence,355,2013,
Network - AUSL,609806,Myra Bradwell Communications Arts & Sciences ES,788,2013,
Network - AUSL,610231,National Teachers Elementary Academy,533,2013,
Network - AUSL,610389,Orr Academy High School,676,2013,
Network - AUSL,610396,Tarkington School of Excellence ES,"1,073",2013,
Network - AUSL,609727,Wendell Phillips Academy High School,647,2013,
Network - AUSL,610172,William T Sherman Elementary School,440,2013,
Network - Alternative,610556,Banner Academy South,268,2013,
Network - Alternative,610555,Banner Academy West,164,2013,
Network - Alternative,610549,Banner North Elementary School,5,2013,
Network - Alternative,610550,Banner North High School,24,2013,
Network - Alternative,609748,Consuella B York Alternative High School,339,2013,
Network - Alternative,610552,Milburn Alternative School,48,2013,
Network - Alternative,609783,Nancy B Jefferson Alternative High School,240,2013,
Network - Alternative,610557,Pathways in Education,202,2013,
Network - Alternative,610386,Peace & Education Coalition High School,114,2013,
Network - Alternative,609750,Simpson Academy High School for Young Women,95,2013,
Network - Alternative,610554,Vivian E. Summers Alternative School,26,2013,
Network - Charter/Contract,400013,ASPIRA Charter - Early College,511,2013,
Network - Charter/Contract,400017,ASPIRA Charter - Haugan Campus,578,2013,
Network - Charter/Contract,400015,ASPIRA Charter - Mirta Ramirez Computer Science,373,2013,
Network - Charter/Contract,400009,Academy for Global Citizenship Elementary School,296,2013,
Network - Charter/Contract,400146,Academy of Communication & Tech Charter School,81,2013,
Network - Charter/Contract,400011,Alain Locke Charter Elementary Academy,588,2013,
Network - Charter/Contract,400012,Amandla Charter High School,311,2013,
Network - Charter/Contract,400010,"Architecture, Construction, and Engineering(ACE)T",482,2013,
Network - Charter/Contract,400060,Asian Human Services - Passages Charter School,421,2013,
Network - Charter/Contract,400072,Betty Shabazz Intl Charter,300,2013,
Network - Charter/Contract,400074,Betty Shabazz Intl Charter - Barbara A Sizemore,307,2013,
Network - Charter/Contract,400073,Betty Shabazz Intl Charter - DuSable Leadership,333,2013,
Network - Charter/Contract,400019,Bronzeville Lighthouse Charter Elementary School,471,2013,
Network - Charter/Contract,400020,Catalyst Charter ES - Howland,498,2013,
Network - Charter/Contract,400021,Catalyst Elementary School - Circle Rock,529,2013,
Network - Charter/Contract,400115,Catalyst-Maria Charter School,557,2013,
Network - Charter/Contract,400147,Chicago Excel Academy,86,2013,
Network - Charter/Contract,400022,Chicago High School for the Arts,583,2013,
Network - Charter/Contract,400023,Chicago Intl Charter - Avalon / South Shore,422,2013,
Network - Charter/Contract,400024,Chicago Intl Charter - Basil,717,2013,
Network - Charter/Contract,400025,Chicago Intl Charter - Bucktown,672,2013,
Network - Charter/Contract,400113,Chicago Intl Charter - Chicago Quest North,298,2013,
Network - Charter/Contract,400027,Chicago Intl Charter - Irving Park,527,2013,
Network - Charter/Contract,400108,Chicago Intl Charter - Larry Hawkins,371,2013,
Network - Charter/Contract,400092,Chicago Intl Charter - Lloyd Bond,354,2013,
Network - Charter/Contract,400033,Chicago Intl Charter - Longwood,"1,412",2013,
Network - Charter/Contract,400026,Chicago Intl Charter - Loomis Primary,587,2013,
Network - Charter/Contract,400034,Chicago Intl Charter - Northtown,865,2013,
Network - Charter/Contract,400028,Chicago Intl Charter - Prairie,406,2013,
Network - Charter/Contract,400032,Chicago Intl Charter - Ralph Ellison,552,2013,
Network - Charter/Contract,400029,Chicago Intl Charter - Washington Park,448,2013,
Network - Charter/Contract,400030,Chicago Intl Charter - West Belden,500,2013,
Network - Charter/Contract,400031,Chicago Intl Charter - Wrightwood,725,2013,
Network - Charter/Contract,400035,Chicago Math and Science Academy High School,598,2013,
Network - Charter/Contract,400093,Chicago Talent Development HS,286,2013,
Network - Charter/Contract,400091,Chicago Technology Academy High School,381,2013,
Network - Charter/Contract,400036,Chicago Virtual Charter High School,602,2013,
Network - Charter/Contract,400038,Community Services West Academy,160,2013,
Network - Charter/Contract,400094,EPIC Academy High School,487,2013,
Network - Charter/Contract,400039,Erie Elementary Charter School,414,2013,
Network - Charter/Contract,400040,Frazier Preparatory Academy Elementary School,441,2013,
Network - Charter/Contract,400041,Galapagos Elementary Charter School,365,2013,
Network - Charter/Contract,400042,Henry Ford Academy Power House Charter HS,360,2013,
Network - Charter/Contract,400043,Hope Institute Learning Academy,379,2013,
Network - Charter/Contract,400104,Instituto Health Sciences Career Academy HS,532,2013,
Network - Charter/Contract,400148,Instituto Justice and Leadership Acad Charter HS,168,2013,
Network - Charter/Contract,400044,KIPP Ascend Academy Charter Elementary School,665,2013,
Network - Charter/Contract,400045,Kwame Nkrumah Academy Elementary School,244,2013,
Network - Charter/Contract,400107,LEARN  Charter School-South Chicago Campus,344,2013,
Network - Charter/Contract,400047,LEARN Charter ES - Charles and Dorothy Campbell,441,2013,
Network - Charter/Contract,400048,LEARN Charter ES - Excel,342,2013,
Network - Charter/Contract,400046,LEARN Charter ES - Romano Butler Campus,624,2013,
Network - Charter/Contract,400111,LEARN Charter School - Hunter Perkins,315,2013,
Network - Charter/Contract,400049,Legacy Charter Elementary School,503,2013,
Network - Charter/Contract,400119,Legal Prep Charter Academy,196,2013,
Network - Charter/Contract,400050,Namaste Charter Elementary School,465,2013,
Network - Charter/Contract,400097,Noble Street Charter - Chicago Bulls College,"1,029",2013,
Network - Charter/Contract,400052,Noble Street Charter - Gary Comer College Prep,812,2013,
Network - Charter/Contract,400053,Noble Street Charter - Golder College Prep,601,2013,
Network - Charter/Contract,400098,Noble Street Charter - Muchin College Prep,862,2013,
Network - Charter/Contract,400051,Noble Street Charter - Noble Street College Prep,615,2013,
Network - Charter/Contract,400054,Noble Street Charter - Pritzker College Prep,805,2013,
Network - Charter/Contract,400055,Noble Street Charter - Rauner College Prep,629,2013,
Network - Charter/Contract,400056,Noble Street Charter - Rowe-Clark Math & Sci Acad,626,2013,
Network - Charter/Contract,400057,Noble Street Charter - UIC College Prep,794,2013,
Network - Charter/Contract,400118,Noble Street Charter School - Purple,228,2013,
Network - Charter/Contract,400117,Noble Street Charter School - Silver,257,2013,
Network - Charter/Contract,400106,Noble Street Charter School – Johnson HS,609,2013,
Network - Charter/Contract,400058,North Lawndale College Prep Charter - Christiana,454,2013,
Network - Charter/Contract,400059,North Lawndale College Prep Charter - Collins,419,2013,
Network - Charter/Contract,400062,Perspectives Charter - Calumet Technology,521,2013,
Network - Charter/Contract,400066,Perspectives Charter - IIT Math & Science Academy,559,2013,
Network - Charter/Contract,400064,Perspectives Charter - Rodney D Joslin,366,2013,
Network - Charter/Contract,400061,Perspectives Charter Leadership Academy HS,808,2013,
Network - Charter/Contract,400068,Plato Learning Academy Elementary School,468,2013,
Network - Charter/Contract,400069,Polaris Charter Academy Elementary School,391,2013,
Network - Charter/Contract,400070,Prologue Early College High School,228,2013,
Network - Charter/Contract,400109,Prologue-Joshua Johnston Charter School,251,2013,
Network - Charter/Contract,400071,Providence Englewood Charter - Bunche,455,2013,
Network - Charter/Contract,400096,Rowe Elementary School,484,2013,
Network - Charter/Contract,400116,The Montessori School of Englewood Charter,92,2013,
Network - Charter/Contract,400112,UNO 51st and Homan Charter Elementary School,574,2013,
Network - Charter/Contract,400081,UNO Charter - Bartolome de Las Casas,288,2013,
Network - Charter/Contract,400082,UNO Charter - Carlos Fuentes,562,2013,
Network - Charter/Contract,400120,UNO Charter - Near West Elementary,555,2013,
Network - Charter/Contract,400121,UNO Charter - Northside Elementary,486,2013,
Network - Charter/Contract,400083,UNO Charter - Octavio Paz Campus,445,2013,
Network - Charter/Contract,400084,UNO Charter - Rufino Tamayo,288,2013,
Network - Charter/Contract,400101,UNO Charter - Sandra Cisneros,574,2013,
Network - Charter/Contract,400114,UNO Charter Elementary School St Marks,270,2013,
Network - Charter/Contract,400085,UNO Charter School - Major Hector P.Garcia MD Cam,636,2013,
Network - Charter/Contract,400089,UNO Charter School - Officer Donald J. Marquez,576,2013,
Network - Charter/Contract,400080,UNO Charter School - PFC Omar E.Torres Campus,635,2013,
Network - Charter/Contract,400079,UNO Charter School - SPC Daniel Zizumbo Campus,638,2013,
Network - Charter/Contract,400078,University of Chicago Charter - Carter G Woodson,385,2013,
Network - Charter/Contract,400075,University of Chicago Charter - Donoghue,490,2013,
Network - Charter/Contract,400076,University of Chicago Charter - NKO,331,2013,
Network - Charter/Contract,400077,University of Chicago Charter - Woodlawn,607,2013,
Network - Charter/Contract,400086,Urban Prep Acad for Young Men Charter - Englewood,496,2013,
Network - Charter/Contract,400105,Urban Prep Academy for Young Men - Bronzeville,405,2013,
Network - Charter/Contract,400102,Urban Prep Academy for Young Men - West,430,2013,
Network - Charter/Contract,400087,Young Women's Leadership Charter High School,355,2013,
Network - Charter/Contract,609686,Youth Connection Charter School,"4,064",2013,
