Network,School ID,School, Totals ,year
Network 12,610279,Henry O Tanner Elementary School, 384 ,2016
Network 12,610066,James E McDade Elementary Classical School, 192 ,2016
Network 12,610047,James Madison Elementary School, 220 ,2016
Network 12,610200,James N Thorp Elementary School, 353 ,2016
Network 12,610093,Jane A Neil Elementary School, 313 ,2016
Network 12,609710,John M Harlan Community Academy High School, 613 ,2016
Network 12,610130,John T Pirie Fine Arts & Academic Center ES, 336 ,2016
Network 12,610218,Joseph Warren Elementary School, 285 ,2016
Network 12,610152,Martha Ruggles Elementary School, 412 ,2016
Network 12,610312,Mary E McDowell Elementary School, 183 ,2016
Network 12,609961,Ninos Heroes Elementary Academic Center, 395 ,2016
Network 12,610115,Park Manor Elementary School, 394 ,2016
Network 12,610116,Parkside Elementary Community Academy, 275 ,2016
Network 12,610146,Paul Revere Elementary School, 261 ,2016
Network 12,610350,Robert A Black Magnet Elementary School, 463 ,2016
Network 12,610530,South Shore Fine Arts Academy, 491 ,2016
Network 12,610547,South Shore Intl College Prep High School, 582 ,2016
Network 12,610178,Theophilus Schmid Elementary School, 226 ,2016
Network 12,610002,Thomas Hoyne Elementary School, 258 ,2016
Network 12,610193,William K New Sullivan Elementary School, 494 ,2016
Network 13,609808,Alex Haley Elementary Academy, 562 ,2016
Network 13,609705,Christian Fenger Academy High School, 271 ,2016
Network 13,610004,Countee Cullen Elementary School, 207 ,2016
Network 13,610198,Douglas Taylor Elementary School, 493 ,2016
Network 13,610188,Dunne Technology Academy, 252 ,2016
Network 13,610132,Edgar Allan Poe Elementary Classical School, 206 ,2016
Network 13,610315,Edward White Elementary Career Academy, 189 ,2016
Network 13,609917,Fernwood Elementary School, 356 ,2016
Network 13,609800,Frank I Bennett Elementary School, 353 ,2016
Network 13,609761,George H Corliss High School, 419 ,2016
Network 13,610139,George M Pullman Elementary School, 329 ,2016
Network 13,609845,George Washington Carver Primary School, 485 ,2016
Network 13,610219,George Washington Elementary School, 884 ,2016
Network 13,609739,George Washington High School," 1,433 ",2016
Network 13,609856,Henry Clay Elementary School, 586 ,2016
Network 13,609848,Ira F Aldridge Elementary School, 194 ,2016
Network 13,609772,Jane Addams Elementary School, 894 ,2016
Network 13,609943,Jesse Owens Elementary Community Academy, 493 ,2016
Network 13,610176,John D Shoop Math-Science Technical Academy ES, 481 ,2016
Network 13,610054,John L Marsh Elementary School, 866 ,2016
Network 13,610225,John Whistler Elementary School, 269 ,2016
Network 13,610199,Johnnie Colemon Elementary Academy, 262 ,2016
Network 13,610368,Langston Hughes Elementary School, 511 ,2016
Network 13,610128,Marcus Moziah Garvey Elementary School, 269 ,2016
Network 13,609935,Matthew Gallistel Elementary Language Academy," 1,200 ",2016
Network 13,610208,Mildred I Lavizzo Elementary School, 412 ,2016
Network 13,610086,Mount Vernon Elementary School, 244 ,2016
Network 13,609811,Orville T Bright Elementary School, 299 ,2016
Network 13,609762,Percy L Julian High School, 720 ,2016
Network 13,609902,Ralph H Metcalfe Elementary Community Academy, 460 ,2016
Network 13,610091,Ronald Brown Elementary Community Academy, 323 ,2016
Network 13,610295,Thomas J Higgins Elementary Community Academy, 308 ,2016
Network 13,609944,Virgil Grissom Elementary School, 351 ,2016
Network 13,609978,Wendell Smith Elementary School, 362 ,2016
Network 13,610364,William E B Dubois Elementary School, 209 ,2016
Options,610555,Banner Academy West, 307 ,2016
Options,610572,Camelot Safe Elementary, 15 ,2016
Options,610584,Camelot Safe Garfield Elementary, 1 ,2016
Options,610585,Camelot Safe Garfield HS, 10 ,2016
Options,610573,Camelot Safe HS, 14 ,2016
Options,400147,Chicago Excel Academy, 263 ,2016
Options,400038,Community Services West Academy, 95 ,2016
Options,609748,Consuella B York Alternative HS, 290 ,2016
Options,610565,Excel - Englewood HS, 284 ,2016
Options,400176,Excel - Southwest HS, 197 ,2016
Options,400175,Excel - Woodlawn HS, 254 ,2016
Options,400148,Instituto - Justice Lozano, 144 ,2016
Options,400164,Instituto - Justice Lozano Mastery, 49 ,2016
Options,400137,Little Black Pearl Art and Design Academy, 158 ,2016
Options,610581,Magic Johnson- Brainerd HS, 135 ,2016
Options,610582,Magic Johnson- Englewood HS, 155 ,2016
Options,610580,Magic Johnson- Humboldt Park HS, 199 ,2016
Options,610566,Magic Johnson- North Lawndale HS, 200 ,2016
Options,610567,Magic Johnson- Roseland HS, 206 ,2016
Options,609783,Nancy B Jefferson Alternative HS, 289 ,2016
Options,610569,Ombudsman Chicago- Northwest, 248 ,2016
Options,610570,Ombudsman Chicago- South, 491 ,2016
Options,610571,Ombudsman Chicago- West, 488 ,2016
Options,610557,Pathways in Education- Ashburn, 226 ,2016
Options,610568,Pathways in Education- Avondale, 215 ,2016
Options,400173,Pathways in Education- Brighton Park, 284 ,2016
Options,610386,Peace & Education Coalition HS, 130 ,2016
Options,400070,Prologue - Early College, 170 ,2016
Options,400109,Prologue-Joshua Johnston Charter School, 190 ,2016
Options,609750,Simpson Academy HS for Young Women, 74 ,2016
Options,610574,Winnie Mandela HS, 91 ,2016
Options,400123,YCCS- Academy of Scholastic Achievement HS, 221 ,2016
Options,400133,YCCS- Innovations HS of Arts Integration, 400 ,2016
Options,400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS", 195 ,2016
Options,400124,YCCS-Ada S. McKinley-Lakeside HS, 187 ,2016
Options,400126,"YCCS-Association House, El Cuarto Ano HS", 152 ,2016
Options,400127,YCCS-Austin Career Education Center HS, 144 ,2016
Options,400128,YCCS-CCA Academy HS, 200 ,2016
Options,400129,YCCS-Charles Hamilton Houston Alternative HS, 151 ,2016
Options,400150,YCCS-Chatham AcademyHS, 201 ,2016
Options,400130,YCCS-Community Youth Development Institute HS, 161 ,2016
Options,400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS, 184 ,2016
Options,400134,YCCS-Jane Addams Alternative HS, 210 ,2016
Options,400135,YCCS-Latino Youth Alternative HS, 215 ,2016
Options,400136,YCCS-Olive Harvey Middle College HS, 158 ,2016
Options,400139,YCCS-Sullivan House Alternative HS, 333 ,2016
Options,400141,YCCS-Truman Middle College HS, 210 ,2016
Options,400143,YCCS-West Town Acad Alternative HS, 175 ,2016
Options,400144,YCCS-Westside Holistic Leadership Acad HS, 112 ,2016
Options,400145,YCCS-Youth Connection Leadership Acad HS, 260 ,2016
OS4,610334,Al Raby High School, 479 ,2016
OS4,610323,Bowen High School, 359 ,2016
OS4,610381,Bronzeville Scholastic Academy High School, 448 ,2016
OS4,609674,Chicago Vocational Career Academy High School, 978 ,2016
OS4,609819,Edmond Burke Elementary School, 447 ,2016
OS4,609712,Emil G Hirsch Metropolitan High School, 150 ,2016
OS4,610052,Horace Mann Elementary School, 385 ,2016
OS4,609997,Oliver Wendell Holmes Elementary School, 238 ,2016
OS4,609759,Roberto Clemente Community Academy High School, 766 ,2016
OS4,609715,Thomas Kelly High School," 2,248 ",2016
OS4,609698,William J Bogan High School, 856 ,2016
Contract,400022,Chicago High School for the Arts, 605 ,2016
Contract,400091,Chicago Technology Academy High School, 328 ,2016
Contract,400043,Hope Institute Learning Academy, 379 ,2016
Contract,400068,Plato Learning Academy, 497 ,2016
Charter,400010,ACE Technical Charter School, 439 ,2016
Charter,400172,ASPIRA Business and Finance, 165 ,2016
Charter,400013,ASPIRA Charter School - Early College High School, 451 ,2016
Charter,400017,ASPIRA Charter School - Haugan Middle School, 532 ,2016
Charter,400009,Academy for Global Citizenship Charter School, 450 ,2016
Charter,400011,Alain Locke Charter School, 569 ,2016
Charter,400012,Amandla Charter School, 323 ,2016
Charter,400060,Asian Human Services - Passages Charter School, 456 ,2016
Charter,400074,Betty Shabazz - Barbara A. Sizemore, 269 ,2016
Charter,400072,Betty Shabazz - Betty Shabazz, 315 ,2016
Charter,400073,Betty Shabazz - DuSable Leadership, 51 ,2016
Charter,400019,Bronzeville Lighthouse Charter School, 472 ,2016
Charter,400023,CICS - Avalon/South Shore, 421 ,2016
Charter,400024,CICS - Basil, 719 ,2016
Charter,400025,CICS - Bucktown, 678 ,2016
Charter,400113,CICS - ChicagoQuest North, 225 ,2016
Charter,400027,CICS - Irving Park, 536 ,2016
Charter,400108,CICS - Larry Hawkins, 170 ,2016
Charter,400092,CICS - Lloyd Bond, 351 ,2016
Charter,400033,CICS - Longwood," 1,331 ",2016
Charter,400026,CICS - Loomis Primary, 571 ,2016
Charter,400034,CICS - Northtown, 879 ,2016
Charter,400028,CICS - Prairie, 410 ,2016
Charter,400032,CICS - Ralph Ellison, 458 ,2016
Charter,400029,CICS - Washington Park, 453 ,2016
Charter,400030,CICS - West Belden, 502 ,2016
Charter,400031,CICS - Wrightwood, 730 ,2016
Charter,400115,Catalyst - Maria Charter School," 1,098 ",2016
Charter,400021,Catalyst Elementary Charter School - Circle Rock, 521 ,2016
Charter,400161,Chicago Collegiate Charter School, 238 ,2016
Charter,400035,Chicago Math and Science Academy Charter School, 610 ,2016
Charter,400036,Chicago Virtual Charter School, 683 ,2016
Charter,400159,Christopher House Charter School, 224 ,2016
Charter,400094,EPIC Academy Charter High School, 438 ,2016
Charter,400039,Erie Elementary Charter School, 423 ,2016
Charter,400171,Foundations College Preparatory Charter School, 163 ,2016
Charter,400040,Frazier Preparatory Academy Charter School, 428 ,2016
Charter,400041,Galapagos Charter School, 333 ,2016
Charter,400168,Great Lakes Academy Charter School, 198 ,2016
Charter,400167,Horizon Science Academy Southwest Chicago Charter, 559 ,2016
Charter,400104,Instituto Health Sciences Career Academy, 769 ,2016
Charter,400162,Intrinsic Charter School, 827 ,2016
Charter,400044,KIPP Ascend Charter School, 623 ,2016
Charter,400177,KIPP Chicago Charter School - KIPP Ascend Primary, 208 ,2016
Charter,400163,KIPP Chicago Charter School - KIPP Bloom, 257 ,2016
Charter,400146,KIPP Chicago Charter School - KIPP Create, 319 ,2016
Charter,400045,Kwame Nkrumah Academy Charter School, 311 ,2016
Charter,400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus, 453 ,2016
Charter,400048,L.E.A.R.N. - Excel Campus, 436 ,2016
Charter,400111,L.E.A.R.N. - Hunter Perkins Campus, 495 ,2016
Charter,400165,L.E.A.R.N. - Middle School Campus, 242 ,2016
Charter,400046,L.E.A.R.N. - Romano Butler Campus, 622 ,2016
Charter,400107,L.E.A.R.N. - South Chicago Campus, 497 ,2016
Charter,400151,L.E.A.R.N. Charter School - 7th Campus, 353 ,2016
Charter,400049,Legacy Charter School, 478 ,2016
Charter,400119,Legal Prep Charter Academy, 290 ,2016
Charter,400178,Moving Everest Charter School, 175 ,2016
Charter,400050,Namaste Charter School, 488 ,2016
Charter,400157,Noble - Baker College Prep, 413 ,2016
Charter,400156,Noble - Butler College Prep, 450 ,2016
Charter,400097,Noble - Chicago Bulls College Prep," 1,130 ",2016
Charter,400118,Noble - DRW College Prep, 618 ,2016
Charter,400052,Noble - Gary Comer College Prep," 1,067 ",2016
Charter,400053,Noble - Golder College Prep, 664 ,2016
Charter,400117,Noble - Hansberry College Prep, 769 ,2016
Charter,400169,Noble - ITW David Speer Academy, 683 ,2016
Charter,400106,Noble - John and Eunice Johnson College Prep, 860 ,2016
Charter,400098,Noble - Muchin College Prep, 885 ,2016
Charter,400051,Noble - Noble College Prep, 626 ,2016
Charter,400054,Noble - Pritzker College Prep, 941 ,2016
Charter,400055,Noble - Rauner College Prep, 617 ,2016
Charter,400056,Noble - Rowe-Clark Math and Science Academy, 558 ,2016
Charter,400170,Noble - The Noble Academy, 245 ,2016
Charter,400057,Noble - UIC College Prep, 903 ,2016
Charter,400058,North Lawndale College Prep - Christiana, 397 ,2016
Charter,400059,North Lawndale College Prep - Collins, 409 ,2016
Charter,400062,Perspectives - High School of Technology, 420 ,2016
Charter,400061,Perspectives - Leadership Academy, 546 ,2016
Charter,400066,Perspectives - Math and Science Academy, 534 ,2016
Charter,400064,Perspectives - Rodney D. Joslin, 394 ,2016
Charter,400069,Polaris Charter Academy, 440 ,2016
Charter,400071,Providence Englewood Charter School, 493 ,2016
Charter,400096,Rowe Elementary Charter School, 816 ,2016
Charter,400116,The Montessori School of Englewood Charter, 279 ,2016
Charter,400112,UNO 51st and Homan Charter Elementary School, 576 ,2016
Charter,400120,UNO Charter - Near West Elementary, 574 ,2016
Charter,400081,UNO Charter School - Bartolomé de las Casas, 287 ,2016
Charter,400153,UNO Charter School - Brighton Park, 566 ,2016
Charter,400082,UNO Charter School - Carlos Fuentes, 568 ,2016
Charter,400114,UNO Charter School - Esmeralda Santiago, 282 ,2016
Charter,400085,UNO Charter School - Major Hector P. Garcia MD, 648 ,2016
Charter,400083,UNO Charter School - Octavio Paz Campus, 414 ,2016
Charter,400089,UNO Charter School - Officer Donald J. Marquez, 575 ,2016
Charter,400080,UNO Charter School - PFC Omar E. Torres, 640 ,2016
Charter,400121,UNO Charter School - Rogers Park, 764 ,2016
Charter,400084,UNO Charter School - Rufino Tamayo, 288 ,2016
Charter,400079,UNO Charter School - SPC Daniel Zizumbo, 638 ,2016
Charter,400101,UNO Charter School - Sandra Cisneros, 564 ,2016
Charter,400149,UNO Charter School - Soccer Academy High School, 677 ,2016
Charter,400078,University of Chicago - Carter G. Woodson, 322 ,2016
Charter,400075,University of Chicago - Donoghue, 565 ,2016
Charter,400076,University of Chicago - North Kenwood/Oakland, 355 ,2016
Charter,400077,University of Chicago - Woodlawn, 641 ,2016
Charter,400105,Urban Prep Academy for Young Men - Bronzeville, 420 ,2016
Charter,400086,Urban Prep Academy for Young Men - Englewood, 443 ,2016
Charter,400102,Urban Prep Charter Academy for Young Men - West, 342 ,2016
Charter,400087,Young Women's Leadership Charter School, 347 ,2016
